Part,Division,Subdivision,Clause,Clause Title,Start Page,End Page,Full Reference,Type,Text
to implement, a reporting authority's 
recommendations in a report on the 
application for the permit—30 days after 
the day the reporting authority receives 
notification of the issue of the permit from 
the relevant building surveyor; or 
 
(h) in the case of an appeal against a direction 
to fix building work under Division 2 of 
Part 4 of the Act—7 days after the day the 
person is given the written direction under 
section 37C(b) or 37D(2) of the Act; or 
 
(i) in a case of an appeal against the 
cancellation of an approval under section 71 
of the Act—30 days after the day the owner 
of the building or land concerned is notified 
of the cancellation; or 
 
(j) in a case of an appeal against the refusal of 
the Authority to consent to the termination 
of a building surveyor's appointment under 
section 81(1) of the Act—30 days after 
the day the owner or the relevant building 
surveyor (as the case requires) is notified of 
the Authority's refusal; or 
 
(k) in the case of an appeal against the refusal 
of the Authority to consent to the proposed 
appointment of a private building surveyor 
or municipal building surveyor under 
section 81(4) of the Act—30 days after 
the day the owner or the private building 
surveyor or municipal building surveyor 
(as the case requires) is notified of the 
Authority's refusal; or 
 
 
 
Authorised by the Chief Parliamentary Counsel 
Part 19—Appeals and reviews 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
254 
  
 
(l) in the case of an appeal against a 
determination under section 87(1) of the 
Act as to the appropriateness of protection 
work—14 days after the day the owner and 
the adjoining owner is given notice of the 
determination; or 
 
(m) in the case of an appeal against a declaration 
made under section 89(1) of the Act—
30 days after the day the owner or the 
adjoining owner (as the case requires) is 
given notice of the declaration; or 
 
(n) in the case of an appeal against a 
requirement made under section 87 of the 
Act to give more information—14 days after 
the day the owner is asked to give more 
information under section 87(2)(a) of the 
Act; or 
 
(o) in the case of an appeal against a decision 
to serve a building notice on an owner—
30 days after the day the building notice is 
served on the owner; or 
 
(p) in the case of an appeal against the making 
of an emergency order or a building order—
30 days after the day the order is served on 
the person to whom it is directed; or 
 
(q) in the case of an appeal against the 
imposition of a condition on an emergency 
order or a building order—30 days after the 
day the order is served on the person to 
whom it is directed; or 
 
(r) in the case of an appeal against a refusal to 
amend or cancel an emergency order or a 
building order—30 days after the day the 
owner is notified of the refusal or the day the 
relevant building surveyor is deemed to have 
refused to amend or cancel the order; or 
 
Authorised by the Chief Parliamentary Counsel 
Part 19—Appeals and reviews 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
255 
  
 
(s) in the case of an appeal against a 
requirement that an order made under the 
Act be fully complied with—30 days after 
the day the owner is notified of the 
requirement; or 
 
(t) in the case of an appeal against a decision 
of the Authority under section 42 or 43 of 
the Building and Construction Industry 
Security of Payment Act 2002—30 days 
after the day the Authority makes the 
decision; or 
 
(u) in the case of an appeal against a failure  
by a person or body to make a decision, a 
determination, an approval, a cancellation or 
an amendment or to exercise a discretion 
within a reasonable time—60 days after the 
request was made to the person or body to 
make the decision, determination, approval, 
cancellation or amendment or to exercise 
the discretion; or 
 
(v) in the case of an appeal against any other 
decision, determination, declaration or 
approval or exercise of discretion by a 
person or body—30 days after the day 
notification is given of the decision, 
determination, declaration or approval or 
exercise of discretion; or 
 
(w) in any other case—30 days after the day of 
the event in relation to which the appeal is 
brought. 
 
(2) If an appeal period prescribed under this 
regulation begins on the day on which a person is 
notified under the Act or these Regulations but the 
notice has not been so given, the prescribed appeal 
period for the purposes of section 146(1)(a) of the 
Act is—"
Part 19—Appeals and reviews,,,272,"Appeal, referral and application fees",272,275,Part 19—Appeals and reviews > 272,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 19—Appeals and reviews 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
256 
  
 
(a) 37 days after the day of the event that 
required that notification to be given; or 
 
(b) any longer period that the Building 
Appeals Board considers appropriate in 
the circumstances. 
 
272 Appeal, referral and application fees 
 
(1) The fees for making an appeal, a referral or an 
application to the Building Appeals Board in a 
matter relating to a Class 1 or 10 building are— 
 
(a) for an appeal under— 
 
(i) section 138, 138A, 140, 141 or 142 of 
the Act—35⸱46 fee units; or 
 
 
 
(ii) section 139, 144 or 144A of the Act—
28⸱36 fee units; or 
 
 
 
(b) for a referral under— 
 
(i) section 150 of the Act—36⸱26 fee 
units; or 
 
 
 
(ii) section 151, 152, 153, 154, 155, 156, 
157 or 158 of the Act—40⸱30 fee units; 
or 
 
 
 
 
Reg. 272 
(1)(a)(i) 
amended by 
S.R. No. 
59/2024 
reg. 8(1). 
Reg. 272 
(1)(a)(ii) 
amended by 
S.R. No. 
59/2024 
reg. 8(2). 
Reg. 272 
(1)(b)(i) 
amended by 
S.R. No. 
59/2024 
reg. 8(3). 
Reg. 272 
(1)(b)(ii) 
amended by 
S.R. No. 
59/2024 
reg. 8(4). 
 
Authorised by the Chief Parliamentary Counsel 
Part 19—Appeals and reviews 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
257 
  
 
(c) for an application under— 
 
(i) section 159 of the Act—40⸱28 fee 
units; or 
 
 
 
(ii) section 160 of the Act—36⸱23 fee 
units; or 
 
 
 
(iia) section 160A of the Act—40⸱55 fee 
units; or 
 
 
 
(iii) section 164 of the Act—30⸱20 fee 
units. 
 
 
 
(2) The fees for making an appeal, a referral or an 
application to the Building Appeals Board in a 
matter relating to a building other than a Class 1 
or 10 building are— 
 
(a) for an appeal under— 
 
(i) section 138, 138A, 140, 141 or 142 of 
the Act—70⸱95 fee units; or 
 
 
 
(ii) section 139, 144 or 144A of the Act—
47⸱28 fee units; or 
 
 
Reg. 272 
(1)(c)(i) 
amended by 
S.R. No. 
59/2024 
reg. 8(5). 
Reg. 272 
(1)(c)(ii) 
amended by 
S.R. No. 
59/2024 
reg. 8(6). 
Reg. 272 
(1)(c)(iia) 
inserted by 
S.R. No. 
59/2024 
reg. 8(7). 
Reg. 272 
(1)(c)(iii) 
amended by 
S.R. No. 
59/2024 
reg. 8(8). 
Reg. 272 
(2)(a)(i) 
amended by 
S.R. No. 
59/2024 
reg. 8(9). 
Reg. 272 
(2)(a)(ii) 
amended by 
S.R. No. 
59/2024 
reg. 8(10). 
 
Authorised by the Chief Parliamentary Counsel 
Part 19—Appeals and reviews 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
258 
  
 
(b) for a referral under— 
 
(i) section 150 of the Act—60⸱45 fee 
units; or 
 
 
 
(ii) section 151, 152, 153, 154, 155, 156, 
157 or 158 of the Act—80⸱64 fee units; 
or 
 
 
(c) for an application under— 
 
(i) section 159 of the Act—80⸱59 fee 
units; or 
 
 
 
(ii) section 160 of the Act—80⸱55 fee 
units; or 
 
 
 
(iia) section 160A of the Act—101⸱37 fee 
units; or 
 
 
 
(iii) section 164 of the Act—50⸱35 fee 
units. 
 
 
 
(3) The fee for making an application to the Building 
Appeals Board under section 160B of the Act is 
55⸱31 fee units. 
 
Reg. 272 
(2)(b)(i) 
amended by 
S.R. No. 
59/2024 
reg. 8(11). 
Reg. 272 
(2)(b)(ii) 
amended by 
S.R. No. 
59/2024 
reg. 8(12). 
Reg. 272 
(2)(c)(i) 
amended by 
S.R. No. 
59/2024 
reg. 8(13). 
Reg. 272 
(2)(c)(ii) 
amended by 
S.R. No. 
59/2024 
reg. 8(14). 
Reg. 272 
(2)(c)(iia) 
inserted by 
S.R. No. 
59/2024 
reg. 8(15). 
Reg. 272 
(2)(c)(iii) 
amended by 
S.R. No. 
59/2024 
reg. 8(16). 
Reg. 272(3) 
substituted by 
S.R. No. 
59/2024 
reg. 8(17)."
Part 19—Appeals and reviews,,,273,Fees for fast track appeals,275,275,Part 19—Appeals and reviews > 273,Clause,
Part 19—Appeals and reviews,,,274,Refund of fees by Authority,275,275,Part 19—Appeals and reviews > 274,Clause,
Part 19—Appeals and reviews,,,274A,Exemptions to pay fees under this Part,275,276,Part 19—Appeals and reviews > 274A,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 19—Appeals and reviews 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
259 
  
 
273 Fees for fast track appeals 
 
(1) The fee for making a request to the Building 
Appeals Board under section 147(1) of the Act is 
75⸱68 fee units. 
 
 
(2) For the purposes of section 147(3)(b) of the Act, 
the additional prescribed fee is 15⸱13 fee units 
per hour or part of an hour. 
 
 
274 Refund of fees by Authority 
 
(1) The Authority may refund, from the Building 
account of the Victorian Building Authority Fund, 
in whole or in part, any fee paid to the Building 
Appeals Board under this Part if the appeal, 
request, application or referral does not proceed. 
 
(2) The Building Appeals Board must refund from the 
Victorian Building Authority Fund any fee paid 
for a request under regulation 273(1) if the request 
is refused. 
 274A Exemptions to pay fees under this Part 
 
(1) A person is exempt from having to pay the whole 
or part of a fee payable to the Building Appeals 
Board, which is prescribed under this Part, if any 
of the persons referred to in subregulation (2) is 
satisfied that payment of the whole or part of the 
fee will cause the person to suffer financial 
hardship. 
 
(2) For the purposes of subregulation (1), any of the 
following persons may decide that a person will 
suffer financial hardship if the person is required 
to pay the whole or part of a fee payable to the 
Building Appeals Board under this Part— 
 
(a) the chairperson of the Building Appeals 
Board; 
Reg. 273(1) 
amended by 
S.R. No. 
59/2024 
reg. 9(1). 
Reg. 273(2) 
amended by 
S.R. No. 
59/2024 
reg. 9(2). 
Reg. 274A 
inserted by 
S.R. No. 
59/2024 
reg. 10."
Part 19—Appeals and reviews,,,275,Review period,276,277,Part 19—Appeals and reviews > 275,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 19—Appeals and reviews 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
260 
  
 
(b) the deputy chairperson of the Building 
Appeals Board; 
 
(c) the Registrar of the Building Appeals Board. 
 
275 Review period 
The period within which an application for 
review by VCAT under section 25J of the Act 
must be lodged is— 
 
(a) 60 days after the day that the applicant is 
notified of the decision to be reviewed; or 
 
(b) if the application is for the review of a failure 
to make a decision within a reasonable 
time—67 days after the day a request was 
made to the Authority to make that decision."
Part 20—Infringement notices,,,,Part 20—Infringement notices,277,277,Part 20—Infringement notices,Part,
Part 20—Infringement notices,,,276,Authorised officers,277,277,Part 20—Infringement notices > 276,Clause,
Part 20—Infringement notices,,,277,Prescribed offences,277,277,Part 20—Infringement notices > 277,Clause,
Part 20—Infringement notices,,,278,Prescribed penalties,277,278,Part 20—Infringement notices > 278,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 20—Infringement notices 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
261 
  
Part 20—Infringement notices 
 
276 Authorised officers 
The prescribed office or class of officers for the 
purposes of the definition of authorised officer in 
section 254 of the Act are— 
 
(a) the Chief Executive Officer or a VBA 
inspector, for offences against regulations 
41(1), 41(2), 197(2), 199(2), 216(2), 218(3), 
223(1), 223(2), 225, 226(1), 227 and 228; 
and 
 
(b) the chief officer, for offences against 
regulations 199(2), 216(2), 223(1), 223(2), 
225, 226(1), 227 and 228; and 
 
(c) the municipal building surveyor, for 
offences against regulations 41(1), 41(2), 
147C, 147L(2), 147M(2), 147N(2), 147O(2), 
147V(1), 147X(3), 147ZC, 147ZJ(4), 166D, 
166H, 197(2), 199(2), 216(2), 218(3), 
223(1), 223(2), 225, 226(1), 227 and 228. 
 
277 Prescribed offences 
The prescribed offences for the purposes of the 
definition of prescribed offence in section 254 
of the Act are offences against regulations 41(1), 
41(2), 147C, 147L(2), 147M(2), 147N(2), 
147O(2), 147V(1), 147X(3), 147ZC, 147ZJ(4), 
166D, 166H, 197(2), 199(2), 216(2), 218(3), 
223(1), 223(2), 225, 226(1), 227 and 228. 
 
278 Prescribed penalties 
The prescribed penalty for the purposes of 
section 255(3) of the Act is— 
 
(a) 5 penalty units in the case of a place of 
public entertainment; and 
 
(b) 2 penalty units in any other case. 
Reg. 276(a) 
amended by 
S.R. No. 
75/2018 
reg. 24. 
Reg. 276(c) 
amended by 
S.R. Nos 
75/2018 
reg. 24, 
116/2019 
reg. 12, 
83/2020 reg. 6. 
Reg. 277 
amended by 
S.R. Nos 
75/2018 
reg. 24, 
116/2019 
reg. 13, 
83/2020 reg. 7."
Part 21—Exemptions,,,,Part 21—Exemptions,278,278,Part 21—Exemptions,Part,
Part 21—Exemptions,,,279,Exemptions from building regulations,278,278,Part 21—Exemptions > 279,Clause,
Part 21—Exemptions,,,280,Exemption for Class 10 buildings on farm land,278,278,Part 21—Exemptions > 280,Clause,
Part 21—Exemptions,,,281,Exemptions relating to building surveyors for certain buildings,278,280,Part 21—Exemptions > 281,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 21—Exemptions 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
262 
  
Part 21—Exemptions 
 
279 Exemptions from building regulations 
A building or building work specified in column 2 
of the Table in Schedule 3 is exempt from the 
regulations specified in column 3 of that Table 
corresponding to that building or building work. 
 
280 Exemption for Class 10 buildings on farm land 
 
(1) The relevant council may exempt a Class 10 
building that is to be constructed on farm land and 
used for farming purposes from all or any of the 
requirements of these Regulations. 
 
(2) If the relevant council grants an exemption from 
all of these Regulations under subregulation (1), a 
building permit and certificate of final inspection 
under the Act are not required for that building. 
 
281 Exemptions relating to building surveyors for 
certain buildings 
Sections 23, 30, 47 and 73 of the Act do not apply 
to a relevant building surveyor in relation to the 
following classes of buildings— 
 
(a) premises that are used or intended to be 
used for the provision of residential 
accommodation by— 
 
(i) a community service established under 
section 44 of the Children, Youth and 
Families Act 2005; or 
 
(ii) a registered community service within 
the meaning of that Act that is situated 
on Crown land or land in relation to 
which the Secretary to the Department 
of Health and Human Services or the 
Director of Housing is registered as 
proprietor; 
 
Authorised by the Chief Parliamentary Counsel 
Part 21—Exemptions 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
263 
  
 
(b) premises that are used or intended to be used 
as— 
 
(i) a remand centre within the meaning of 
the Children, Youth and Families 
Act 2005; or 
 
(ii) a secure welfare service within the 
meaning of that Act; or 
 
(iii) a youth justice centre within the 
meaning of that Act; 
 
(iv) a youth residential centre within the 
meaning of that Act; or 
 
(c) premises that are used or intended to be used 
as— 
 
(i) a prison established under section 10 of 
the Corrections Act 1986; or 
 
(ii) a community corrections centre 
established under Part 9 of that Act; 
 
(d) premises that are used or intended to be 
used as a residential institution within the 
meaning of the Disability Act 2006; 
 
(e) premises that are used or intended to be used 
as a residential service within the meaning of 
the Disability Act 2006; 
 
(f) premises that are used or intended to be used 
as a courthouse by a court; 
 
(g) premises that are used or intended to be used 
as a police station; 
 
(h) premises that are used or intended to be used 
as a designated mental health service within 
the meaning of the Mental Health Act 2014;"
Part 21—Exemptions,,,281A,Exemption from certain fees,280,281,Part 21—Exemptions > 281A,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 21—Exemptions 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
264 
  
 
(i) premises that are used or intended to be 
used as a youth refuge or a women's refuge 
operated with funding provided by the 
Secretary to the Department of Health and 
Human Services for the purpose of providing 
a refuge. 
 281A Exemption from certain fees 
 
(1) An applicant for registration as a building 
practitioner is exempt from a fee payable under 
section 170A of the Act if the applicant provides 
evidence to the satisfaction of the Authority that—  
 
(a) the applicant's employer is entitled to a 
jobkeeper payment for the applicant under 
Division 2 of Part 2 of the Commonwealth 
Rules; or 
 
(b) the applicant is entitled to a jobkeeper 
payment under Division 3 of Part 2 of the 
Commonwealth Rules; or  
 
(c) the applicant qualifies for a jobseeker 
payment under, and within the meaning of, 
Division 1 of Part 2.12 of Chapter 2 of the 
Social Security Act 1991 of the 
Commonwealth.  
 
(2) A registered building practitioner is exempt from 
a fee payable under section 172 or in relation to 
section 173 of the Act if the registered building 
practitioner provides evidence to the satisfaction 
of the Authority that—  
 
(a) the registered building practitioner's 
employer is entitled to a jobkeeper payment 
for the registered building practitioner under 
Division 2 of Part 2 of the Commonwealth 
Rules; or 
 
(b) the registered building practitioner is entitled 
to a jobkeeper payment under Division 3 of 
Part 2 of the Commonwealth Rules; or  
Reg. 281A 
inserted by 
S.R. No. 
101/2020 
reg. 7."
Part 21—Exemptions,,,281B,Exemption from building permit levy for building work relating to social housing,281,283,Part 21—Exemptions > 281B,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 21—Exemptions 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
265 
  
 
(c) the registered building practitioner qualifies 
for a jobseeker payment under, and within 
the meaning of, Division 1 of Part 2.12 of 
Chapter 2 of the Social Security Act 1991 of 
the Commonwealth.  
 
(3) Subregulations (1) and (2) apply to a fee that 
becomes payable during the period beginning on 
the commencement of this regulation and ending 
on 30 June 2021. 
 
(4) In this regulation—  
Commonwealth Rules means the Coronavirus 
Economic Response Package (Payments and 
Benefits) Rules 2020 of the Commonwealth 
or any subsequent corresponding rules of the 
Commonwealth; 
jobkeeper payment has the same meaning as in 
section 4 of the Commonwealth Rules. 
 281B Exemption from building permit levy for building 
work relating to social housing 
 
(1) An applicant for a building permit is exempt from 
the requirement to pay any building permit levy 
imposed under section 205G(2A) of the Act for 
building work the subject of the permit—  
 
(a) if the building work includes the 
construction of social housing; and  
 
(b) on completion of the building work, the 
social housing will be owned, controlled or 
managed by the Director of Housing. 
 
(2) An applicant for a building permit is exempt from 
the requirement to pay any building permit levy 
imposed under section 205G(2A) of the Act for 
building work the subject of the permit—  
 
(a) if the building permit includes the 
construction of social housing; and 
Reg. 281B 
inserted by 
S.R. No. 
101/2020 
reg. 8. 
 
Authorised by the Chief Parliamentary Counsel 
Part 21—Exemptions 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
266 
  
 
(b) the social housing is fully or partially funded 
under a program for the funding of social 
housing specified in a list which is 
established, kept and published by the 
Authority in accordance with subregulation 
(3); and 
 
(c) on completion of the building work, the 
social housing will be owned, controlled or 
managed by a participating registered 
agency. 
 
(3) For the purposes of subregulation (2)(b), the 
Authority must— 
 
(a) establish, keep and publish on its website, a 
list that specifies any program (including the 
name of the program and a description of 
that program) for social housing referred to 
in subregulation (2)(b) (a program), that is in 
operation at the time of establishing the list 
and first publishing the list; and 
 
(b) ensure that the list is amended as soon as is 
practicable after a program specified on the 
list has ceased to operate or a new program 
has commenced operation; and 
 
(c) republish the list on its website as soon as is 
practicable after the list has been amended. 
 
(4) The Authority must consult with the Director of 
Housing before publishing a list in accordance 
with subregulation (3). 
 
(5) The list published under subregulation (3) must 
not disclose the names of any natural person or the 
address of any property.  
 
(6) An exemption under this regulation applies to— 
 
(a) the whole of the building work if the 
building work includes the construction of 
social housing; and"
Part 21—Exemptions,,,281C,Refund of certain building permit levy,283,284,Part 21—Exemptions > 281C,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 21—Exemptions 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
267 
  
 
(b) building work carried out under a staged 
permit if that staged permit, or any previous 
or subsequent staged permit, relates to 
building work that includes the construction 
of social housing. 
 281C Refund of certain building permit levy 
 
(1) This regulation applies in respect of an application 
for a building permit accepted by a building 
surveyor on or after 1 January 2020 and before the 
commencement of this regulation where the 
building work the subject of the permit— 
 
(a) includes the construction of social housing; 
and 
 
(b) either of the following applies— 
 
(i) on completion of the building work, the 
social housing will be owned, 
controlled or managed by the Director 
of Housing; 
 
(ii) on completion of the building work, the 
social housing will be owned, 
controlled or managed by a 
participating registered agency and the 
social housing is fully or partially 
funded under a program approved by 
the Director of Housing. 
 
(2) Any amount of building permit levy imposed 
under section 205G(2A) of the Act in relation to 
the building work that is paid by the applicant to 
the Authority before or after the commencement 
of this regulation must be refunded by the 
Authority to the applicant from the Cladding 
Account on receiving an application from the 
applicant for the refund in a form approved by the 
Authority. 
 
Reg. 281C 
inserted by 
S.R. No. 
101/2020 
reg. 8."
Part 21—Exemptions,,,281D,Authority is exempted from calculation and notification requirements,284,284,Part 21—Exemptions > 281D,Clause,
Part 21—Exemptions,,,281E,Exemption from certain fees payable to the Authority under these Regulations,284,285,Part 21—Exemptions > 281E,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 21—Exemptions 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
268 
  
 
(3) In this regulation— 
Cladding Account means the Cladding Safety 
Victoria account of the Victorian Building 
Authority Fund established under 
section 205 of the Act. 
 281D Authority is exempted from calculation and 
notification requirements 
The Authority is exempted from the requirements 
under section 205I(1)(b) and (2)(b) of the Act in 
relation to a building permit levy payable under 
section 205G(2A) of the Act for building work 
that is subject to an exemption under 
regulation 281B. 
 281E Exemption from certain fees payable to the 
Authority under these Regulations 
 
(1) A person is exempt from having to pay the whole 
or part of a fee payable to the Authority, which is 
prescribed under these Regulations, if the 
Authority is satisfied that payment of the whole or 
part of the fee will cause the person to suffer 
financial hardship. 
 
(2) For the purposes of subregulation (1), the 
Authority may decide that a person will suffer 
financial hardship if the person is required to pay 
the whole or part of a fee payable to the Authority 
under these Regulations. 
 
* 
* 
* 
* 
* 
 
 
Reg. 281D 
inserted by 
S.R. No. 
101/2020 
reg. 8. 
Reg. 281E 
inserted by 
S.R. No. 
59/2024 
reg. 11. 
Reg. 282 
revoked by 
S.R. No. 
38/2018 
reg. 282(2)."
Part 22—Transitional and savings provisions,,,,Part 22—Transitional and savings provisions,285,285,Part 22—Transitional and savings provisions,Part,
Part 22—Transitional and savings provisions,,,283,Registration of building practitioners not affected by revocation of Building Interim Regulations 2017,285,285,Part 22—Transitional and savings provisions > 283,Clause,
Part 22—Transitional and savings provisions,,,284,Domestic builder (manager),285,286,Part 22—Transitional and savings provisions > 284,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 22—Transitional and savings provisions 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
269 
  
Part 22—Transitional and savings provisions 
 
283 Registration of building practitioners not affected 
by revocation of Building Interim Regulations 2017 
The revocation of the Building Interim 
Regulations 2017 does not affect the registration 
under Part 11 of the Act of any building 
practitioner who was registered or taken to be 
registered under that Part immediately before that 
revocation. 
 
284 Domestic builder (manager) 
 
(1) Despite the revocation of the Building Interim 
Regulations 2017, a person registered under 
Part 11 of the Act in the category of builder, class 
of domestic builder (manager) immediately before 
1 July 2017 and to whom regulation 2046(2) of 
the Building Interim Regulations 2017 as in force 
immediately before its revocation applied, 
continues to be registered under Part 11 of the 
Act in that class of domestic builder until the 
latest day applicable under subregulation (1A). 
 
(1A) If a person to whom subregulation (1) applies is 
named as the builder in one or more relevant 
building permits or building permits issued during 
the period beginning on 1 July 2018 and ending 
on 30 June 2021, the person continues to be 
registered under Part 11 of the Act in the category 
of builder, class of domestic builder (manager) 
until whichever is the later of the following 
days— 
 
(a) 30 June 2022; 
 
(b) the day on which an occupancy permit or 
certificate of final inspection is issued in 
relation to the last building permit; 
 
(c) the day on which the last building permit 
expires. 
Reg. 284(1) 
amended by 
S.R. No. 
73/2021 
reg. 13(1). 
Reg. 284(1A) 
inserted by 
S.R. No. 
73/2021 
reg. 13(2)."
Part 22—Transitional and savings provisions,,,285,Appointment of private building surveyor,286,288,Part 22—Transitional and savings provisions > 285,Clause,"Authorised by the Chief Parliamentary Counsel 
 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
270 
  
 
(2) For the purposes of subregulations (1) and (1A), 
the relevant qualifications set out in the table in 
Schedule 7 of the Building Interim Regulations 
2017, as in force before being substituted by 
regulation 15 of the Building Amendment 
Regulations 2017, are taken to be the prescribed 
qualifications for the category of builder, class of 
domestic builder (manager), until the latest day 
applicable under subregulation (1A). 
 
285 Appointment of private building surveyor 
Section 78(1A) of the Act does not apply in 
relation to domestic building work— 
 
(a) to be carried out under a major domestic 
building contract entered into by a builder 
before 1 September 2016; or 
 
(b) in respect of which a builder acts or 
proposes to act as a domestic builder 
before 1 September 2016. 
 
 
Reg. 284(2) 
amended by 
S.R. No. 
73/2021 
reg. 13(3). 
 
Authorised by the Chief Parliamentary Counsel 
 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
271 
  
 
* 
* 
* 
* 
* 
 
 
 
 
Pt 23 
(Heading and 
reg. 286) 
amended by 
S.R. Nos 
42/2020 
reg. 10, 
50/2022 reg. 5, 
65/2023 reg. 5, 
revoked by 
S.R. No. 
59/2024 
reg. 12."
,,,,Schedule 1—Revocations,288,289,Schedule 1—Revocations,Schedule,"Authorised by the Chief Parliamentary Counsel 
Schedule 1—Revocations 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
272 
  
Schedule 1—Revocations 
Regulation 4 
Table 
S.R. No. 
Title 
31/2017 
Building Interim Regulations 2017 
65/2017 
Building Amendment Regulations 2017 
81/2017 
Building Further Amendment Regulations 2017 
87/2017 
Building Amendment (Macedon Ranges Siting 
Requirements and Other Matters) Regulations 2017 
136/2017 
Building Amendment (Powers of Entry and Other Matters) 
Regulations 2017 
26/2018 
Building Amendment (National Construction Code 
Amendment and Siting Requirements) Regulations 2018"
,,,,Schedule 2—Duties and responsibilities of an owner-builder,289,291,Schedule 2—Duties and responsibilities of an owner-builder,Schedule,"Authorised by the Chief Parliamentary Counsel 
Schedule 2—Duties and responsibilities of an owner-builder 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
273 
  
Schedule 2—Duties and responsibilities of an 
owner-builder 
Regulation 19 
1 
Understanding the restrictions imposed by the Act and these 
Regulations on the carrying out of domestic building work, 
including those referred to in section 16 of the Act, which 
include that building work must be carried out under a 
building permit. 
2 
Understanding the process of applying to the municipal 
building surveyor, or appointing a private building surveyor 
under Part 6 of the Act, to obtain a building permit and 
understanding the circumstances under which the relevant 
building surveyor must not issue a building permit. 
3 
Ensuring building work is inspected as required by the Act 
and these Regulations. 
4 
Understanding the requirement for, and knowing when to 
apply for and obtain, an occupancy permit or certificate of 
final inspection. 
5 
Understanding the requirement for entering a major 
domestic building contract when engaging a domestic 
builder to undertake certain building work. 
6 
Understanding the requirement to engage a building 
practitioner registered under Part 11 of the Act to carry out 
certain building work if required by the Act and these 
Regulations. 
7 
Understanding the requirement to engage licensed or 
registered practitioners, other than building practitioners 
registered under Part 11 of the Act, to undertake forms of 
regulated work, such as plumbing or electrical work. 
8 
Understanding the processes available to resolve domestic 
building work disputes under the Domestic Building 
Contracts Act 1995. 
9 
Undertaking relevant planning and preparation for carrying 
out building work. 
10 
Complying with site safety requirements, including 
development, communication, monitoring and maintenance 
of site safety plans, and any relevant requirement under the 
Occupational Health and Safety Act 2004 and the 
regulations under that Act, for carrying out building work.  
 
Authorised by the Chief Parliamentary Counsel 
Schedule 2—Duties and responsibilities of an owner-builder 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
274 
  
11 
Supervising the carrying out of all building work and 
ensuring that it complies with the Act and these Regulations. 
12 
Ensuring building work is undertaken in accordance with the 
requirements of any relevant environmental laws. 
13 
Understanding when directions to fix building work can be 
made and when and how enforcement of safety and building 
standards can be undertaken in relation to domestic building 
work subject to a certificate of consent. 
14 
Arranging any required protection works. 
15 
Interpreting plans, drawings and specifications relating to 
the building work. 
16 
Setting out and preparing the building site according to 
plans and specifications. 
17 
Understanding requirements for the sale of an owner-built 
home under section 137B of the Act, including the 
requirement to obtain insurance for the building work 
carried out by the owner-builder. 
18 
Ensuring knowledge of and obtaining insurance to cover 
any loss, damage or injury to the owner-builder or others 
incurred in connection with the carrying out of the building 
work. 
19 
Ensuring knowledge of warranties implied into a contract 
for the sale of an owner-built home under section 137C of 
the Act. 
20 
Any other duty or responsibility of an owner-builder 
imposed by the Act, these Regulations, the Domestic 
Building Contracts Act 1995 or the regulations made 
under that Act."
